TILL_NR,ORG.NR/PERS.NR,NAVN,ADRESSE,POSTNR,POSTSTED,TILDELINGSTIDSPUNKT,TIDSBEGRENSET,TILL_KOMNR,TILL_KOM,FORMÅL,PRODUKSJONSFORM,ART,ART_KODE,TILL_KAP,TILL_ENHET,TILL_OPPRINNELIG_KAP,TILL_OPPRINNELIG_KAP_ENHET,LOK_NR,LOK_NAVN,LOK_KOMNR,LOK_KOM,LOK_PLASS,VANNMILJØ,LOK_KAP,LOK_ENHET,UTGÅR_DATO,N_GEOWGS84,Ø_GEOWGS84,PROD_OMR,lat_dd,lon_dd
A F 0003,855869942,NORSK INSTITUTT FOR VANNFORSKNING STI,ØKERNVEIEN 94,0579,OSLO,01-06-2017,,3214,FROGN,KOMMERSIELL,SETTEFISK,Torsk,102205,3.70,TN,3.70,TN,10173,SOLBERGSTRAND,3214,FROGN,LAND,FERSKVANN/SALTVANN,7.50,TN,,59.615783,10.652650,,59.615783,10.65265
A F 0003,855869942,NORSK INSTITUTT FOR VANNFORSKNING STI,ØKERNVEIEN 94,0579,OSLO,01-06-2017,,3214,FROGN,KOMMERSIELL,SETTEFISK,Kveite,231101,0.00,TN,3.70,TN,10173,SOLBERGSTRAND,3214,FROGN,LAND,FERSKVANN/SALTVANN,7.50,TN,,59.615783,10.652650,,59.615783,10.65265
A F 0004,855869942,NORSK INSTITUTT FOR VANNFORSKNING STI,ØKERNVEIEN 94,0579,OSLO,01-06-2017,,3214,FROGN,KOMMERSIELL,STAMFISK,Torsk,102205,3.70,TN,3.70,TN,10173,SOLBERGSTRAND,3214,FROGN,LAND,FERSKVANN/SALTVANN,7.50,TN,,59.615783,10.652650,,59.615783,10.65265
A F 0004,855869942,NORSK INSTITUTT FOR VANNFORSKNING STI,ØKERNVEIEN 94,0579,OSLO,01-06-2017,,3214,FROGN,KOMMERSIELL,STAMFISK,Kveite,231101,0.00,TN,3.70,TN,10173,SOLBERGSTRAND,3214,FROGN,LAND,FERSKVANN/SALTVANN,7.50,TN,,59.615783,10.652650,,59.615783,10.65265
A FN 0001,855869942,NORSK INSTITUTT FOR VANNFORSKNING STI,ØKERNVEIEN 94,0579,OSLO,26-08-2025,,3214,FROGN,KOMMERSIELL,MATFISK,Laks,071101,3.80,TN,3.80,TN,10173,SOLBERGSTRAND,3214,FROGN,LAND,FERSKVANN/SALTVANN,7.50,TN,,59.615783,10.652650,,59.615783,10.65265
A FN 0001,855869942,NORSK INSTITUTT FOR VANNFORSKNING STI,ØKERNVEIEN 94,0579,OSLO,26-08-2025,,3214,FROGN,KOMMERSIELL,MATFISK,Ørret,071301,0.00,TN,3.80,TN,10173,SOLBERGSTRAND,3214,FROGN,LAND,FERSKVANN/SALTVANN,7.50,TN,,59.615783,10.652650,,59.615783,10.65265
A FN 0001,855869942,NORSK INSTITUTT FOR VANNFORSKNING STI,ØKERNVEIEN 94,0579,OSLO,26-08-2025,,3214,FROGN,KOMMERSIELL,MATFISK,Regnbueørret,071401,0.00,TN,3.80,TN,10173,SOLBERGSTRAND,3214,FROGN,LAND,FERSKVANN/SALTVANN,7.50,TN,,59.615783,10.652650,,59.615783,10.65265
AA A 0003,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,21-09-2004,,4203,ARENDAL,KOMMERSIELL,STAMFISK,Laks,071101,1.00,TN,1.00,TN,23015,FLØDEVIGEN,4203,ARENDAL,LAND,FERSKVANN/SALTVANN,19.00,TN,,58.424515,8.756882,,58.424515,8.756882
AA A 0003,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,21-09-2004,,4203,ARENDAL,KOMMERSIELL,STAMFISK,Ørret,071301,0.00,TN,1.00,TN,23015,FLØDEVIGEN,4203,ARENDAL,LAND,FERSKVANN/SALTVANN,19.00,TN,,58.424515,8.756882,,58.424515,8.756882
AA A 0003,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,21-09-2004,,4203,ARENDAL,KOMMERSIELL,STAMFISK,Regnbueørret,071401,0.00,TN,1.00,TN,23015,FLØDEVIGEN,4203,ARENDAL,LAND,FERSKVANN/SALTVANN,19.00,TN,,58.424515,8.756882,,58.424515,8.756882
AA A 0003,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,21-09-2004,,4203,ARENDAL,KOMMERSIELL,SETTEFISK,Laks,071101,1.00,TN,1.00,TN,23015,FLØDEVIGEN,4203,ARENDAL,LAND,FERSKVANN/SALTVANN,19.00,TN,,58.424515,8.756882,,58.424515,8.756882
AA A 0003,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,21-09-2004,,4203,ARENDAL,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,TN,1.00,TN,23015,FLØDEVIGEN,4203,ARENDAL,LAND,FERSKVANN/SALTVANN,19.00,TN,,58.424515,8.756882,,58.424515,8.756882
AA A 0003,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,21-09-2004,,4203,ARENDAL,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,TN,1.00,TN,23015,FLØDEVIGEN,4203,ARENDAL,LAND,FERSKVANN/SALTVANN,19.00,TN,,58.424515,8.756882,,58.424515,8.756882
AA A 0004,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,01-09-2004,,4203,ARENDAL,KOMMERSIELL,SETTEFISK,Torsk,102205,0.00,TN,9.33,TN,23015,FLØDEVIGEN,4203,ARENDAL,LAND,FERSKVANN/SALTVANN,19.00,TN,,58.424515,8.756882,,58.424515,8.756882
AA A 0004,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,01-09-2004,,4203,ARENDAL,KOMMERSIELL,SETTEFISK,Sei,103201,0.00,TN,9.33,TN,23015,FLØDEVIGEN,4203,ARENDAL,LAND,FERSKVANN/SALTVANN,19.00,TN,,58.424515,8.756882,,58.424515,8.756882
AA A 0004,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,01-09-2004,,4203,ARENDAL,KOMMERSIELL,SETTEFISK,Kveite,231101,0.00,TN,9.33,TN,23015,FLØDEVIGEN,4203,ARENDAL,LAND,FERSKVANN/SALTVANN,19.00,TN,,58.424515,8.756882,,58.424515,8.756882
AA A 0006,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,01-09-2004,,4203,ARENDAL,KOMMERSIELL,STAMFISK,Torsk,102205,0.00,TN,4.67,TN,23015,FLØDEVIGEN,4203,ARENDAL,LAND,FERSKVANN/SALTVANN,19.00,TN,,58.424515,8.756882,,58.424515,8.756882
AA A 0006,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,01-09-2004,,4203,ARENDAL,KOMMERSIELL,STAMFISK,Sei,103201,0.00,TN,4.67,TN,23015,FLØDEVIGEN,4203,ARENDAL,LAND,FERSKVANN/SALTVANN,19.00,TN,,58.424515,8.756882,,58.424515,8.756882
AA A 0006,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,01-09-2004,,4203,ARENDAL,KOMMERSIELL,STAMFISK,Kveite,231101,0.00,TN,4.67,TN,23015,FLØDEVIGEN,4203,ARENDAL,LAND,FERSKVANN/SALTVANN,19.00,TN,,58.424515,8.756882,,58.424515,8.756882
AG FS 0003,921958390,LISTA LAKS AS,STRANDGATEN 18,4550,FARSUND,21-05-2024,,4206,FARSUND,KOMMERSIELL,MATFISK,Laks,071101,6000.00,TN,6000.00,TN,45217,LISTA FLY- OG NÆRINGSPARK,4206,FARSUND,LAND,FERSKVANN/SALTVANN,6000.00,TN,,58.108354,6.626000,,58.108354,6.626
AG FS 0003,921958390,LISTA LAKS AS,STRANDGATEN 18,4550,FARSUND,21-05-2024,,4206,FARSUND,KOMMERSIELL,MATFISK,Ørret,071301,0.00,TN,6000.00,TN,45217,LISTA FLY- OG NÆRINGSPARK,4206,FARSUND,LAND,FERSKVANN/SALTVANN,6000.00,TN,,58.108354,6.626000,,58.108354,6.626
AG FS 0003,921958390,LISTA LAKS AS,STRANDGATEN 18,4550,FARSUND,21-05-2024,,4206,FARSUND,KOMMERSIELL,MATFISK,Regnbueørret,071401,0.00,TN,6000.00,TN,45217,LISTA FLY- OG NÆRINGSPARK,4206,FARSUND,LAND,FERSKVANN/SALTVANN,6000.00,TN,,58.108354,6.626000,,58.108354,6.626
AG FS 0004,921958390,LISTA LAKS AS,STRANDGATEN 18,4550,FARSUND,21-05-2024,,4206,FARSUND,KOMMERSIELL,SETTEFISK,Laks,071101,6000.00,TN,6000.00,TN,45217,LISTA FLY- OG NÆRINGSPARK,4206,FARSUND,LAND,FERSKVANN/SALTVANN,6000.00,TN,,58.108354,6.626000,,58.108354,6.626
AG FS 0004,921958390,LISTA LAKS AS,STRANDGATEN 18,4550,FARSUND,21-05-2024,,4206,FARSUND,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,TN,6000.00,TN,45217,LISTA FLY- OG NÆRINGSPARK,4206,FARSUND,LAND,FERSKVANN/SALTVANN,6000.00,TN,,58.108354,6.626000,,58.108354,6.626
AG FS 0004,921958390,LISTA LAKS AS,STRANDGATEN 18,4550,FARSUND,21-05-2024,,4206,FARSUND,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,TN,6000.00,TN,45217,LISTA FLY- OG NÆRINGSPARK,4206,FARSUND,LAND,FERSKVANN/SALTVANN,6000.00,TN,,58.108354,6.626000,,58.108354,6.626
F H 0037,913688899,NORSEA POLARBASE AS,HAVNEVEIEN 50,9610,RYPEFJORD,20-01-2026,,5603,HAMMERFEST,KOMMERSIELL,SETTEFISK,Laks,071101,5100.00,TN,5100.00,TN,45281,RYPEFJORD,5603,HAMMERFEST,LAND,FERSKVANN/SALTVANN,5100.00,TN,,70.627750,23.634850,,70.62775,23.63485
F H 0037,913688899,NORSEA POLARBASE AS,HAVNEVEIEN 50,9610,RYPEFJORD,20-01-2026,,5603,HAMMERFEST,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,TN,5100.00,TN,45281,RYPEFJORD,5603,HAMMERFEST,LAND,FERSKVANN/SALTVANN,5100.00,TN,,70.627750,23.634850,,70.62775,23.63485
F H 0037,913688899,NORSEA POLARBASE AS,HAVNEVEIEN 50,9610,RYPEFJORD,20-01-2026,,5603,HAMMERFEST,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,TN,5100.00,TN,45281,RYPEFJORD,5603,HAMMERFEST,LAND,FERSKVANN/SALTVANN,5100.00,TN,,70.627750,23.634850,,70.62775,23.63485
F HV 0013,994956140,NORDNORSK SMOLT AS,FINNRORVEIEN 6,9590,HASVIK,21-06-2012,,5616,HASVIK,KOMMERSIELL,SETTEFISK,Laks,071101,0.00,STK,0.00,STK,32817,HASVIK,5616,HASVIK,LAND,FERSKVANN/SALTVANN,0.00,STK,,70.481500,22.156000,,70.4815,22.156
H A 0001,964118191,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,21-06-1978,,4627,ASKØY,KOMMERSIELL,SETTEFISK,Laks,071101,1000000.00,STK,1000000.00,STK,10077,TVEITEVÅG,4627,ASKØY,LAND,FERSKVANN/SALTVANN,250.00,TN,,60.445729,5.133024,,60.445729,5.133024
H A 0001,964118191,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,21-06-1978,,4627,ASKØY,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,1000000.00,STK,10077,TVEITEVÅG,4627,ASKØY,LAND,FERSKVANN/SALTVANN,250.00,TN,,60.445729,5.133024,,60.445729,5.133024
H A 0001,964118191,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,21-06-1978,,4627,ASKØY,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,1000000.00,STK,10077,TVEITEVÅG,4627,ASKØY,LAND,FERSKVANN/SALTVANN,250.00,TN,,60.445729,5.133024,,60.445729,5.133024
H A 0008,936100112,BLOM SETTEFISK AS,ULVØYVEGEN 130,5337,RONG,16-07-1987,,4627,ASKØY,KOMMERSIELL,SETTEFISK,Laks,071101,4000000.00,STK,4000000.00,STK,11648,STRØMSNES,4627,ASKØY,LAND,FERSKVANN/SALTVANN,0.00,STK,,60.468144,5.225029,,60.468144,5.225029
H A 0008,936100112,BLOM SETTEFISK AS,ULVØYVEGEN 130,5337,RONG,16-07-1987,,4627,ASKØY,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,4000000.00,STK,11648,STRØMSNES,4627,ASKØY,LAND,FERSKVANN/SALTVANN,0.00,STK,,60.468144,5.225029,,60.468144,5.225029
H A 0008,936100112,BLOM SETTEFISK AS,ULVØYVEGEN 130,5337,RONG,16-07-1987,,4627,ASKØY,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,4000000.00,STK,11648,STRØMSNES,4627,ASKØY,LAND,FERSKVANN/SALTVANN,0.00,STK,,60.468144,5.225029,,60.468144,5.225029
H B 0013,964328498,EIDESVIK SETTEFISK AS,EIDESVIKVEGEN 63,5443,BØMLO,30-05-1986,,4613,BØMLO,KOMMERSIELL,SETTEFISK,Laks,071101,0.00,STK,2500000.00,STK,11606,EIDESVIK,4613,BØMLO,LAND,FERSKVANN/SALTVANN,0.00,STK,,59.598845,5.191829,,59.598845,5.191829
H B 0013,964328498,EIDESVIK SETTEFISK AS,EIDESVIKVEGEN 63,5443,BØMLO,30-05-1986,,4613,BØMLO,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,2500000.00,STK,11606,EIDESVIK,4613,BØMLO,LAND,FERSKVANN/SALTVANN,0.00,STK,,59.598845,5.191829,,59.598845,5.191829
H B 0013,964328498,EIDESVIK SETTEFISK AS,EIDESVIKVEGEN 63,5443,BØMLO,30-05-1986,,4613,BØMLO,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,2500000.00,STK,11606,EIDESVIK,4613,BØMLO,LAND,FERSKVANN/SALTVANN,0.00,STK,,59.598845,5.191829,,59.598845,5.191829
H BN 0018,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,14-12-2006,,4601,BERGEN,KOMMERSIELL,MATFISK,Laksesild,064101,0.00,TN,12.50,TN,11555,INDUSTRILAB HIB,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381200,5.332533,,60.3812,5.332533
H BN 0018,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,14-12-2006,,4601,BERGEN,KOMMERSIELL,MATFISK,Torsk,102205,0.00,TN,12.50,TN,11555,INDUSTRILAB HIB,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381200,5.332533,,60.3812,5.332533
H BN 0018,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,14-12-2006,,4601,BERGEN,KOMMERSIELL,MATFISK,Sei,103201,0.00,TN,12.50,TN,11555,INDUSTRILAB HIB,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381200,5.332533,,60.3812,5.332533
H BN 0018,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,14-12-2006,,4601,BERGEN,KOMMERSIELL,MATFISK,Skjeggtorsk,103701,0.00,TN,12.50,TN,11555,INDUSTRILAB HIB,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381200,5.332533,,60.3812,5.332533
H BN 0018,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,14-12-2006,,4601,BERGEN,KOMMERSIELL,MATFISK,Paddetorsk,104101,0.00,TN,12.50,TN,11555,INDUSTRILAB HIB,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381200,5.332533,,60.3812,5.332533
H BN 0018,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,14-12-2006,,4601,BERGEN,KOMMERSIELL,MATFISK,Kveite,231101,0.00,TN,12.50,TN,11555,INDUSTRILAB HIB,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381200,5.332533,,60.3812,5.332533
H BN 0018,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,14-12-2006,,4601,BERGEN,KOMMERSIELL,MATFISK,Blåkveite,231301,0.00,TN,12.50,TN,11555,INDUSTRILAB HIB,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381200,5.332533,,60.3812,5.332533
H BN 0023,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,19-09-2012,,4601,BERGEN,KOMMERSIELL,SETTEFISK,Laks,071101,0.00,STK,0.00,STK,11555,INDUSTRILAB HIB,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381200,5.332533,,60.3812,5.332533
H BN 0023,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,19-09-2012,,4601,BERGEN,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,0.00,STK,11555,INDUSTRILAB HIB,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381200,5.332533,,60.3812,5.332533
H BN 0023,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,19-09-2012,,4601,BERGEN,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,0.00,STK,11555,INDUSTRILAB HIB,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381200,5.332533,,60.3812,5.332533
H BN 0024,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,08-11-2016,,4601,BERGEN,KOMMERSIELL,SETTEFISK,Laks,071101,0.00,STK,0.00,STK,36577,MARINEHOLMEN FORSKINGSPARK,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381350,5.329050,,60.38135,5.32905
H BN 0024,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,08-11-2016,,4601,BERGEN,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,0.00,STK,36577,MARINEHOLMEN FORSKINGSPARK,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381350,5.329050,,60.38135,5.32905
H BN 0024,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,08-11-2016,,4601,BERGEN,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,0.00,STK,36577,MARINEHOLMEN FORSKINGSPARK,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381350,5.329050,,60.38135,5.32905
H BN 0025,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,10-09-2018,,4601,BERGEN,KOMMERSIELL,MATFISK,Laksesild,064101,0.00,TN,12.50,TN,36577,MARINEHOLMEN FORSKINGSPARK,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381350,5.329050,,60.38135,5.32905
H BN 0025,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,10-09-2018,,4601,BERGEN,KOMMERSIELL,MATFISK,Torsk,102205,0.00,TN,12.50,TN,36577,MARINEHOLMEN FORSKINGSPARK,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381350,5.329050,,60.38135,5.32905
H BN 0025,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,10-09-2018,,4601,BERGEN,KOMMERSIELL,MATFISK,Sei,103201,0.00,TN,12.50,TN,36577,MARINEHOLMEN FORSKINGSPARK,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381350,5.329050,,60.38135,5.32905
H BN 0025,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,10-09-2018,,4601,BERGEN,KOMMERSIELL,MATFISK,Skjeggtorsk,103701,0.00,TN,12.50,TN,36577,MARINEHOLMEN FORSKINGSPARK,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381350,5.329050,,60.38135,5.32905
H BN 0025,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,10-09-2018,,4601,BERGEN,KOMMERSIELL,MATFISK,Paddetorsk,104101,0.00,TN,12.50,TN,36577,MARINEHOLMEN FORSKINGSPARK,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381350,5.329050,,60.38135,5.32905
H BN 0025,874789542,UNIVERSITETET I BERGEN,POSTBOKS 7800,5020,BERGEN,10-09-2018,,4601,BERGEN,KOMMERSIELL,MATFISK,Kveite,231101,0.00,TN,12.50,TN,36577,MARINEHOLMEN FORSKINGSPARK,4601,BERGEN,LAND,FERSKVANN/SALTVANN,12.50,TN,,60.381350,5.329050,,60.38135,5.32905
H E 0028,964118191,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,21-03-2014,,4611,ETNE,KOMMERSIELL,SETTEFISK,Laks,071101,0.00,STK,7500000.00,STK,12073,FJÆRA,4611,ETNE,LAND,FERSKVANN/SALTVANN,0.00,STK,,59.874033,6.386467,,59.874033,6.386467
H E 0028,964118191,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,21-03-2014,,4611,ETNE,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,7500000.00,STK,12073,FJÆRA,4611,ETNE,LAND,FERSKVANN/SALTVANN,0.00,STK,,59.874033,6.386467,,59.874033,6.386467
H E 0028,964118191,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,21-03-2014,,4611,ETNE,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,7500000.00,STK,12073,FJÆRA,4611,ETNE,LAND,FERSKVANN/SALTVANN,0.00,STK,,59.874033,6.386467,,59.874033,6.386467
H F 0014,936100112,BLOM SETTEFISK AS,ULVØYVEGEN 130,5337,RONG,26-09-1983,,4626,ØYGARDEN,KOMMERSIELL,SETTEFISK,Laks,071101,0.00,STK,0.00,STK,11636,SKÅLVIK,4626,ØYGARDEN,LAND,FERSKVANN/SALTVANN,0.00,STK,,60.340061,4.995021,,60.340061,4.995021
H F 0014,936100112,BLOM SETTEFISK AS,ULVØYVEGEN 130,5337,RONG,26-09-1983,,4626,ØYGARDEN,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,0.00,STK,11636,SKÅLVIK,4626,ØYGARDEN,LAND,FERSKVANN/SALTVANN,0.00,STK,,60.340061,4.995021,,60.340061,4.995021
H F 0014,936100112,BLOM SETTEFISK AS,ULVØYVEGEN 130,5337,RONG,26-09-1983,,4626,ØYGARDEN,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,0.00,STK,11636,SKÅLVIK,4626,ØYGARDEN,LAND,FERSKVANN/SALTVANN,0.00,STK,,60.340061,4.995021,,60.340061,4.995021
H K 0021,964118191,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,14-03-1989,17-11-2035,4617,KVINNHERAD,KOMMERSIELL,STAMFISK,Laks,071101,780.00,TN,780.00,TN,10077,TVEITEVÅG,4627,ASKØY,LAND,FERSKVANN/SALTVANN,250.00,TN,,60.445729,5.133024,,60.445729,5.133024
H K 0022,964118191,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,13-03-1989,17-11-2035,4617,KVINNHERAD,KOMMERSIELL,STAMFISK,Laks,071101,780.00,TN,780.00,TN,10077,TVEITEVÅG,4627,ASKØY,LAND,FERSKVANN/SALTVANN,250.00,TN,,60.445729,5.133024,,60.445729,5.133024
