TILL_NR,ORG.NR/PERS.NR,NAVN,ADRESSE,POSTNR,POSTSTED,TILDELINGSTIDSPUNKT,TIDSBEGRENSET,TILL_KOMNR,TILL_KOM,FORMÅL,PRODUKSJONSFORM,ART,ART_KODE,TILL_KAP,TILL_ENHET,TILL_OPPRINNELIG_KAP,TILL_OPPRINNELIG_KAP_ENHET,LOK_NR,LOK_NAVN,LOK_KOMNR,LOK_KOM,LOK_PLASS,VANNMILJØ,LOK_KAP,LOK_ENHET,UTGÅR_DATO,N_GEOWGS84,Ø_GEOWGS84,PROD_OMR,lat_dd,lon_dd
H K 0066,920050042,ÆNES INKUBATOR AS,ÆNESVEGEN 200,5475,ÆNES,11-09-2018,,4617,KVINNHERAD,KOMMERSIELL,SETTEFISK,Laks,071101,3591.00,TN,0.00,STK,12084,ÆNES,4617,KVINNHERAD,LAND,FERSKVANN/SALTVANN,0.00,STK,,60.089167,6.110000,,60.089167,6.11
H K 0066,920050042,ÆNES INKUBATOR AS,ÆNESVEGEN 200,5475,ÆNES,11-09-2018,,4617,KVINNHERAD,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,TN,0.00,STK,12084,ÆNES,4617,KVINNHERAD,LAND,FERSKVANN/SALTVANN,0.00,STK,,60.089167,6.110000,,60.089167,6.11
H K 0066,920050042,ÆNES INKUBATOR AS,ÆNESVEGEN 200,5475,ÆNES,11-09-2018,,4617,KVINNHERAD,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,TN,0.00,STK,12084,ÆNES,4617,KVINNHERAD,LAND,FERSKVANN/SALTVANN,0.00,STK,,60.089167,6.110000,,60.089167,6.11
H L 0006,995218402,NESFOSSEN SMOLT AS,LINDÅSVEGEN 1480,5956,HUNDVIN,24-04-1986,,4631,ALVER,KOMMERSIELL,SETTEFISK,Laks,071101,0.00,STK,2500000.00,STK,11682,NESFOSSEN,4631,ALVER,LAND,FERSKVANN/SALTVANN,0.00,STK,,60.664377,5.235020,,60.664377,5.23502
H L 0006,995218402,NESFOSSEN SMOLT AS,LINDÅSVEGEN 1480,5956,HUNDVIN,24-04-1986,,4631,ALVER,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,2500000.00,STK,11682,NESFOSSEN,4631,ALVER,LAND,FERSKVANN/SALTVANN,0.00,STK,,60.664377,5.235020,,60.664377,5.23502
H L 0006,995218402,NESFOSSEN SMOLT AS,LINDÅSVEGEN 1480,5956,HUNDVIN,24-04-1986,,4631,ALVER,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,2500000.00,STK,11682,NESFOSSEN,4631,ALVER,LAND,FERSKVANN/SALTVANN,0.00,STK,,60.664377,5.235020,,60.664377,5.23502
H MF 0001,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,15-08-1973,,4634,MASFJORDEN,KOMMERSIELL,SETTEFISK,Laks,071101,400000.00,STK,400000.00,STK,10156,MATREDAL,4634,MASFJORDEN,LAND,FERSKVANN/SALTVANN,400000.00,STK,,60.874205,5.586388,,60.874205,5.586388
H MF 0001,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,15-08-1973,,4634,MASFJORDEN,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,400000.00,STK,10156,MATREDAL,4634,MASFJORDEN,LAND,FERSKVANN/SALTVANN,400000.00,STK,,60.874205,5.586388,,60.874205,5.586388
H MF 0001,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,15-08-1973,,4634,MASFJORDEN,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,400000.00,STK,10156,MATREDAL,4634,MASFJORDEN,LAND,FERSKVANN/SALTVANN,400000.00,STK,,60.874205,5.586388,,60.874205,5.586388
H MF 0024,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,02-12-1974,,4634,MASFJORDEN,KOMMERSIELL,SETTEFISK,Laks,071101,400000.00,STK,400000.00,STK,10156,MATREDAL,4634,MASFJORDEN,LAND,FERSKVANN/SALTVANN,400000.00,STK,,60.874205,5.586388,,60.874205,5.586388
H MF 0024,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,02-12-1974,,4634,MASFJORDEN,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,400000.00,STK,10156,MATREDAL,4634,MASFJORDEN,LAND,FERSKVANN/SALTVANN,400000.00,STK,,60.874205,5.586388,,60.874205,5.586388
H MF 0024,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,02-12-1974,,4634,MASFJORDEN,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,400000.00,STK,10156,MATREDAL,4634,MASFJORDEN,LAND,FERSKVANN/SALTVANN,400000.00,STK,,60.874205,5.586388,,60.874205,5.586388
H MF 0028,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,12-12-2005,,4634,MASFJORDEN,KOMMERSIELL,MATFISK,Pukkellaks,073201,0.00,TN,20.00,TN,10156,MATREDAL,4634,MASFJORDEN,LAND,FERSKVANN/SALTVANN,400000.00,STK,,60.874205,5.586388,,60.874205,5.586388
H MF 0028,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,12-12-2005,,4634,MASFJORDEN,KOMMERSIELL,MATFISK,Torsk,102205,0.00,TN,20.00,TN,10156,MATREDAL,4634,MASFJORDEN,LAND,FERSKVANN/SALTVANN,400000.00,STK,,60.874205,5.586388,,60.874205,5.586388
H MF 0028,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,12-12-2005,,4634,MASFJORDEN,KOMMERSIELL,MATFISK,Sei,103201,0.00,TN,20.00,TN,10156,MATREDAL,4634,MASFJORDEN,LAND,FERSKVANN/SALTVANN,400000.00,STK,,60.874205,5.586388,,60.874205,5.586388
H MF 0028,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,12-12-2005,,4634,MASFJORDEN,KOMMERSIELL,MATFISK,Polartorsk,103501,0.00,TN,20.00,TN,10156,MATREDAL,4634,MASFJORDEN,LAND,FERSKVANN/SALTVANN,400000.00,STK,,60.874205,5.586388,,60.874205,5.586388
H MF 0028,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,12-12-2005,,4634,MASFJORDEN,KOMMERSIELL,MATFISK,Kveite,231101,0.00,TN,20.00,TN,10156,MATREDAL,4634,MASFJORDEN,LAND,FERSKVANN/SALTVANN,400000.00,STK,,60.874205,5.586388,,60.874205,5.586388
H MF 0028,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,12-12-2005,,4634,MASFJORDEN,KOMMERSIELL,SETTEFISK,Pukkellaks,073201,0.00,TN,20.00,TN,10156,MATREDAL,4634,MASFJORDEN,LAND,FERSKVANN/SALTVANN,400000.00,STK,,60.874205,5.586388,,60.874205,5.586388
H MF 0028,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,12-12-2005,,4634,MASFJORDEN,KOMMERSIELL,SETTEFISK,Torsk,102205,0.00,TN,20.00,TN,10156,MATREDAL,4634,MASFJORDEN,LAND,FERSKVANN/SALTVANN,400000.00,STK,,60.874205,5.586388,,60.874205,5.586388
H MF 0028,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,12-12-2005,,4634,MASFJORDEN,KOMMERSIELL,SETTEFISK,Sei,103201,0.00,TN,20.00,TN,10156,MATREDAL,4634,MASFJORDEN,LAND,FERSKVANN/SALTVANN,400000.00,STK,,60.874205,5.586388,,60.874205,5.586388
H MF 0028,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,12-12-2005,,4634,MASFJORDEN,KOMMERSIELL,SETTEFISK,Polartorsk,103501,0.00,TN,20.00,TN,10156,MATREDAL,4634,MASFJORDEN,LAND,FERSKVANN/SALTVANN,400000.00,STK,,60.874205,5.586388,,60.874205,5.586388
H MF 0028,971349077,HAVFORSKNINGSINSTITUTTET,POSTBOKS 1870 NORDNES,5817,BERGEN,12-12-2005,,4634,MASFJORDEN,KOMMERSIELL,SETTEFISK,Kveite,231101,0.00,TN,20.00,TN,10156,MATREDAL,4634,MASFJORDEN,LAND,FERSKVANN/SALTVANN,400000.00,STK,,60.874205,5.586388,,60.874205,5.586388
H S 0009,936100112,BLOM SETTEFISK AS,ULVØYVEGEN 130,5337,RONG,30-07-1986,,4626,ØYGARDEN,KOMMERSIELL,SETTEFISK,Laks,071101,0.00,STK,200000.00,STK,10287,KVERNAVIKA,4626,ØYGARDEN,LAND,FERSKVANN/SALTVANN,0.00,STK,,60.216950,5.047933,,60.21695,5.047933
H S 0009,936100112,BLOM SETTEFISK AS,ULVØYVEGEN 130,5337,RONG,30-07-1986,,4626,ØYGARDEN,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,200000.00,STK,10287,KVERNAVIKA,4626,ØYGARDEN,LAND,FERSKVANN/SALTVANN,0.00,STK,,60.216950,5.047933,,60.21695,5.047933
H S 0009,936100112,BLOM SETTEFISK AS,ULVØYVEGEN 130,5337,RONG,30-07-1986,,4626,ØYGARDEN,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,200000.00,STK,10287,KVERNAVIKA,4626,ØYGARDEN,LAND,FERSKVANN/SALTVANN,0.00,STK,,60.216950,5.047933,,60.21695,5.047933
H SD 0029,990011702,ERKO SETTEFISK AS,CHRISTIAN MICHELSENS GATE 6B,5012,BERGEN,21-09-2007,,4614,STORD,KOMMERSIELL,SETTEFISK,Laks,071101,5000.00,TN,2500.00,STK,28216,SAGVÅG,4614,STORD,LAND,FERSKVANN/SALTVANN,0.00,STK,,59.772533,5.383933,,59.772533,5.383933
H SD 0029,990011702,ERKO SETTEFISK AS,CHRISTIAN MICHELSENS GATE 6B,5012,BERGEN,21-09-2007,,4614,STORD,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,TN,2500.00,STK,28216,SAGVÅG,4614,STORD,LAND,FERSKVANN/SALTVANN,0.00,STK,,59.772533,5.383933,,59.772533,5.383933
H SD 0029,990011702,ERKO SETTEFISK AS,CHRISTIAN MICHELSENS GATE 6B,5012,BERGEN,21-09-2007,,4614,STORD,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,TN,2500.00,STK,28216,SAGVÅG,4614,STORD,LAND,FERSKVANN/SALTVANN,0.00,STK,,59.772533,5.383933,,59.772533,5.383933
H SR 0002,886813082,LERØY VEST AS,ALFABYGGET 1,5392,STOREBØ,31-07-1984,,4623,SAMNANGER,KOMMERSIELL,SETTEFISK,Laks,071101,2500000.00,STK,2500000.00,STK,12131,SAGEN,4623,SAMNANGER,LAND,FERSKVANN/SALTVANN,250.00,TN,,60.347917,5.639767,,60.347917,5.639767
H SR 0002,886813082,LERØY VEST AS,ALFABYGGET 1,5392,STOREBØ,31-07-1984,,4623,SAMNANGER,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,2500000.00,STK,12131,SAGEN,4623,SAMNANGER,LAND,FERSKVANN/SALTVANN,250.00,TN,,60.347917,5.639767,,60.347917,5.639767
H SR 0002,886813082,LERØY VEST AS,ALFABYGGET 1,5392,STOREBØ,31-07-1984,,4623,SAMNANGER,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,2500000.00,STK,12131,SAGEN,4623,SAMNANGER,LAND,FERSKVANN/SALTVANN,250.00,TN,,60.347917,5.639767,,60.347917,5.639767
H T 0029,992259418,ONARHEIM BRUK AS,FLAKKAVÅGSVEGEN 12,5694,ONARHEIM,26-09-2019,,4616,TYSNES,KOMMERSIELL,SETTEFISK,Laks,071101,0.00,STK,0.00,STK,39977,ONARHEIM II,4616,TYSNES,LAND,FERSKVANN/SALTVANN,0.00,TN,,59.943583,5.624133,,59.943583,5.624133
H T 0029,992259418,ONARHEIM BRUK AS,FLAKKAVÅGSVEGEN 12,5694,ONARHEIM,26-09-2019,,4616,TYSNES,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,0.00,STK,39977,ONARHEIM II,4616,TYSNES,LAND,FERSKVANN/SALTVANN,0.00,TN,,59.943583,5.624133,,59.943583,5.624133
H T 0029,992259418,ONARHEIM BRUK AS,FLAKKAVÅGSVEGEN 12,5694,ONARHEIM,26-09-2019,,4616,TYSNES,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,0.00,STK,39977,ONARHEIM II,4616,TYSNES,LAND,FERSKVANN/SALTVANN,0.00,TN,,59.943583,5.624133,,59.943583,5.624133
M A 0012,971572086,STIFTELSEN ATLANTERHAVSPARKEN - NORGES NASJONALE AKVARIUM,POSTBOKS 2090 SKARBØVIK,6028,ÅLESUND,26-05-1998,,1508,ÅLESUND,FISKEPARK,MATFISK,Laks,071101,150.00,TN,150.00,TN,12302,TUENESET,1508,ÅLESUND,LAND,FERSKVANN/SALTVANN,151.00,TN,,62.465471,6.096801,,62.465471,6.096801
M A 0012,971572086,STIFTELSEN ATLANTERHAVSPARKEN - NORGES NASJONALE AKVARIUM,POSTBOKS 2090 SKARBØVIK,6028,ÅLESUND,26-05-1998,,1508,ÅLESUND,FISKEPARK,MATFISK,Ørret,071301,0.00,TN,150.00,TN,12302,TUENESET,1508,ÅLESUND,LAND,FERSKVANN/SALTVANN,151.00,TN,,62.465471,6.096801,,62.465471,6.096801
M A 0012,971572086,STIFTELSEN ATLANTERHAVSPARKEN - NORGES NASJONALE AKVARIUM,POSTBOKS 2090 SKARBØVIK,6028,ÅLESUND,26-05-1998,,1508,ÅLESUND,FISKEPARK,MATFISK,Regnbueørret,071401,0.00,TN,150.00,TN,12302,TUENESET,1508,ÅLESUND,LAND,FERSKVANN/SALTVANN,151.00,TN,,62.465471,6.096801,,62.465471,6.096801
M A 0014,991436502,MØREFORSKING AS,POSTBOKS 5075,6021,ÅLESUND,18-07-2011,,1508,ÅLESUND,KOMMERSIELL,MATFISK,Torsk,102205,0.00,TN,1.00,TN,12302,TUENESET,1508,ÅLESUND,LAND,FERSKVANN/SALTVANN,151.00,TN,,62.465471,6.096801,,62.465471,6.096801
M A 0014,991436502,MØREFORSKING AS,POSTBOKS 5075,6021,ÅLESUND,18-07-2011,,1508,ÅLESUND,KOMMERSIELL,MATFISK,Sei,103201,0.00,TN,1.00,TN,12302,TUENESET,1508,ÅLESUND,LAND,FERSKVANN/SALTVANN,151.00,TN,,62.465471,6.096801,,62.465471,6.096801
M A 0014,991436502,MØREFORSKING AS,POSTBOKS 5075,6021,ÅLESUND,18-07-2011,,1508,ÅLESUND,KOMMERSIELL,MATFISK,Kveite,231101,0.00,TN,1.00,TN,12302,TUENESET,1508,ÅLESUND,LAND,FERSKVANN/SALTVANN,151.00,TN,,62.465471,6.096801,,62.465471,6.096801
M A 0018,991436502,MØREFORSKING AS,POSTBOKS 5075,6021,ÅLESUND,20-09-2021,,1508,ÅLESUND,KOMMERSIELL,MATFISK,Laks,071101,1.00,TN,1.00,TN,12302,TUENESET,1508,ÅLESUND,LAND,FERSKVANN/SALTVANN,151.00,TN,,62.465471,6.096801,,62.465471,6.096801
M A 0018,991436502,MØREFORSKING AS,POSTBOKS 5075,6021,ÅLESUND,20-09-2021,,1508,ÅLESUND,KOMMERSIELL,MATFISK,Ørret,071301,0.00,TN,1.00,TN,12302,TUENESET,1508,ÅLESUND,LAND,FERSKVANN/SALTVANN,151.00,TN,,62.465471,6.096801,,62.465471,6.096801
M A 0018,991436502,MØREFORSKING AS,POSTBOKS 5075,6021,ÅLESUND,20-09-2021,,1508,ÅLESUND,KOMMERSIELL,MATFISK,Regnbueørret,071401,0.00,TN,1.00,TN,12302,TUENESET,1508,ÅLESUND,LAND,FERSKVANN/SALTVANN,151.00,TN,,62.465471,6.096801,,62.465471,6.096801
M F 0007,919384603,SALMON EVOLUTION NORWAY AS,TORGET 5,6440,ELNESVÅGEN,14-11-2019,,1579,HUSTADVIKA,KOMMERSIELL,SETTEFISK,Laks,071101,370.00,TN,370.00,TN,40157,INDRE HARØYA II,1579,HUSTADVIKA,LAND,FERSKVANN/SALTVANN,370.00,TN,,62.879633,6.949467,,62.879633,6.949467
M F 0007,919384603,SALMON EVOLUTION NORWAY AS,TORGET 5,6440,ELNESVÅGEN,14-11-2019,,1579,HUSTADVIKA,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,TN,370.00,TN,40157,INDRE HARØYA II,1579,HUSTADVIKA,LAND,FERSKVANN/SALTVANN,370.00,TN,,62.879633,6.949467,,62.879633,6.949467
M F 0007,919384603,SALMON EVOLUTION NORWAY AS,TORGET 5,6440,ELNESVÅGEN,14-11-2019,,1579,HUSTADVIKA,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,TN,370.00,TN,40157,INDRE HARØYA II,1579,HUSTADVIKA,LAND,FERSKVANN/SALTVANN,370.00,TN,,62.879633,6.949467,,62.879633,6.949467
M HS 0007,985848718,LERØY MIDT AS,INDUSTRIPARKVEIEN 31,7246,SANDSTAD,08-08-1986,,5055,HEIM,KOMMERSIELL,SETTEFISK,Laks,071101,1000000.00,STK,1000000.00,STK,12898,HØNSVIKGULEN,5055,HEIM,LAND,FERSKVANN/SALTVANN,100.00,TN,,63.105017,8.170517,,63.105017,8.170517
M HS 0007,985848718,LERØY MIDT AS,INDUSTRIPARKVEIEN 31,7246,SANDSTAD,08-08-1986,,5055,HEIM,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,1000000.00,STK,12898,HØNSVIKGULEN,5055,HEIM,LAND,FERSKVANN/SALTVANN,100.00,TN,,63.105017,8.170517,,63.105017,8.170517
M HS 0007,985848718,LERØY MIDT AS,INDUSTRIPARKVEIEN 31,7246,SANDSTAD,08-08-1986,,5055,HEIM,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,1000000.00,STK,12898,HØNSVIKGULEN,5055,HEIM,LAND,FERSKVANN/SALTVANN,100.00,TN,,63.105017,8.170517,,63.105017,8.170517
M HS 0009,985848718,LERØY MIDT AS,INDUSTRIPARKVEIEN 31,7246,SANDSTAD,17-02-1987,04-11-2030,5055,HEIM,KOMMERSIELL,STAMFISK,Laks,071101,780.00,TN,780.00,TN,12898,HØNSVIKGULEN,5055,HEIM,LAND,FERSKVANN/SALTVANN,100.00,TN,,63.105017,8.170517,,63.105017,8.170517
M SL 0012,916917244,STORDAL AQUAPRODUKSJON AS,SVEMORKA 26,6200,STRANDA,27-04-2017,,1578,FJORD,KOMMERSIELL,SETTEFISK,Laks,071101,0.00,TN,0.00,TN,37337,GYLJENESET,1578,FJORD,LAND,FERSKVANN/SALTVANN,1600.00,TN,,62.375350,6.984067,,62.37535,6.984067
M SL 0012,916917244,STORDAL AQUAPRODUKSJON AS,SVEMORKA 26,6200,STRANDA,27-04-2017,,1578,FJORD,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,TN,0.00,TN,37337,GYLJENESET,1578,FJORD,LAND,FERSKVANN/SALTVANN,1600.00,TN,,62.375350,6.984067,,62.37535,6.984067
M SL 0012,916917244,STORDAL AQUAPRODUKSJON AS,SVEMORKA 26,6200,STRANDA,27-04-2017,,1578,FJORD,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,TN,0.00,TN,37337,GYLJENESET,1578,FJORD,LAND,FERSKVANN/SALTVANN,1600.00,TN,,62.375350,6.984067,,62.37535,6.984067
M TV 0009,964367701,AQUAGEN AS,"C/O AQUAGEN AS, INDUSTRIVEIEN 13",7200,KYRKSÆTERØRA,19-09-1994,,1560,TINGVOLL,KOMMERSIELL,STAMFISK,Laks,071101,780.00,TN,780.00,TN,12898,HØNSVIKGULEN,5055,HEIM,LAND,FERSKVANN/SALTVANN,100.00,TN,,63.105017,8.170517,,63.105017,8.170517
M TV 0009,964367701,AQUAGEN AS,"C/O AQUAGEN AS, INDUSTRIVEIEN 13",7200,KYRKSÆTERØRA,19-09-1994,,1560,TINGVOLL,KOMMERSIELL,STAMFISK,Ørret,071301,0.00,TN,780.00,TN,12898,HØNSVIKGULEN,5055,HEIM,LAND,FERSKVANN/SALTVANN,100.00,TN,,63.105017,8.170517,,63.105017,8.170517
M TV 0009,964367701,AQUAGEN AS,"C/O AQUAGEN AS, INDUSTRIVEIEN 13",7200,KYRKSÆTERØRA,19-09-1994,,1560,TINGVOLL,KOMMERSIELL,STAMFISK,Regnbueørret,071401,0.00,TN,780.00,TN,12898,HØNSVIKGULEN,5055,HEIM,LAND,FERSKVANN/SALTVANN,100.00,TN,,63.105017,8.170517,,63.105017,8.170517
M VS 0021,986703411,TOMREN FISH AS,FJORDVEGEN 506,6393,TOMREFJORD,02-06-2017,,1535,VESTNES,KOMMERSIELL,SETTEFISK,Laks,071101,0.00,TN,0.00,TN,37497,TROHAUGEN,1535,VESTNES,LAND,FERSKVANN/SALTVANN,3900.00,TN,,62.613667,6.962500,,62.613667,6.9625
M VS 0021,986703411,TOMREN FISH AS,FJORDVEGEN 506,6393,TOMREFJORD,02-06-2017,,1535,VESTNES,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,TN,0.00,TN,37497,TROHAUGEN,1535,VESTNES,LAND,FERSKVANN/SALTVANN,3900.00,TN,,62.613667,6.962500,,62.613667,6.9625
M VS 0021,986703411,TOMREN FISH AS,FJORDVEGEN 506,6393,TOMREFJORD,02-06-2017,,1535,VESTNES,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,TN,0.00,TN,37497,TROHAUGEN,1535,VESTNES,LAND,FERSKVANN/SALTVANN,3900.00,TN,,62.613667,6.962500,,62.613667,6.9625
M VS 0022,986703411,TOMREN FISH AS,FJORDVEGEN 506,6393,TOMREFJORD,02-06-2017,,1535,VESTNES,KOMMERSIELL,MATFISK,Laks,071101,3830.00,TN,3830.00,TN,37497,TROHAUGEN,1535,VESTNES,LAND,FERSKVANN/SALTVANN,3900.00,TN,,62.613667,6.962500,,62.613667,6.9625
M VS 0022,986703411,TOMREN FISH AS,FJORDVEGEN 506,6393,TOMREFJORD,02-06-2017,,1535,VESTNES,KOMMERSIELL,MATFISK,Ørret,071301,0.00,TN,3830.00,TN,37497,TROHAUGEN,1535,VESTNES,LAND,FERSKVANN/SALTVANN,3900.00,TN,,62.613667,6.962500,,62.613667,6.9625
M VS 0022,986703411,TOMREN FISH AS,FJORDVEGEN 506,6393,TOMREFJORD,02-06-2017,,1535,VESTNES,KOMMERSIELL,MATFISK,Regnbueørret,071401,0.00,TN,3830.00,TN,37497,TROHAUGEN,1535,VESTNES,LAND,FERSKVANN/SALTVANN,3900.00,TN,,62.613667,6.962500,,62.613667,6.9625
M VS 0024,998485967,IRSEA ARC AS,DAUGSTADVEGEN 445,6392,VIKEBUKT,02-06-2020,,1535,VESTNES,KOMMERSIELL,SETTEFISK,Laks,071101,0.00,STK,0.00,STK,38077,DAUGSTAD II,1535,VESTNES,LAND,FERSKVANN/SALTVANN,1.00,TN,,62.557800,7.152917,,62.5578,7.152917
M VS 0024,998485967,IRSEA ARC AS,DAUGSTADVEGEN 445,6392,VIKEBUKT,02-06-2020,,1535,VESTNES,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,0.00,STK,38077,DAUGSTAD II,1535,VESTNES,LAND,FERSKVANN/SALTVANN,1.00,TN,,62.557800,7.152917,,62.5578,7.152917
M VS 0024,998485967,IRSEA ARC AS,DAUGSTADVEGEN 445,6392,VIKEBUKT,02-06-2020,,1535,VESTNES,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,0.00,STK,38077,DAUGSTAD II,1535,VESTNES,LAND,FERSKVANN/SALTVANN,1.00,TN,,62.557800,7.152917,,62.5578,7.152917
N B 0010,970940243,NORD UNIVERSITET,POSTBOKS 1490,8049,BODØ,07-09-1994,,1804,BODØ,UNDERVISNING,MATFISK,Laks,071101,0.00,TN,0.00,TN,10483,MØRKVEDBUKTA,1804,BODØ,LAND,FERSKVANN/SALTVANN,2000.00,M3,,67.278117,14.556850,,67.278117,14.55685
